category,press,title,pub_date,url
일간지,서울신문,"“눈부신 정리로 기억 찾아요”…광진구, 치매환자 집 정리 최우수상",2023.12.08.,https://www.seoul.co.kr/news/newsView.php?id=20231208500091&wlog_tag3=naver
일간지,서울신문,"광진구, 식품위생분야 종합평가 ‘최우수구’ 선정",2023.12.14.,https://www.seoul.co.kr/news/newsView.php?id=20231214500133&wlog_tag3=naver
일간지,한겨레,"광진구, 아차산 고고학자 직업 체험 프로그램 성료",2023.12.14.,http://www.seouland.com/arti/society/society_general/14842.html
일간지,국민일보,"600만 반려인 시대, “함께 할 준비 됐습니까?”",2023.12.26.,https://news.kmib.co.kr/article/view.asp?arcid=0019007978&code=61221111&cp=nv
일간지,서울신문,광진 LED 보안등으로 범죄 막고 빛 공해 줄이고,2023.12.28.,https://www.seoul.co.kr/news/newsView.php?id=20231228012002&wlog_tag3=naver
일간지,문화일보,"NCT 텐, 첫 솔로 팬 콘서트 2월 17일 개최",2023.12.22.,https://www.munhwa.com/news/view.html?no=2023122201039912069002
일간지,동아일보,"[광진구] 맛집 메뉴, 집에서 맛본다!",2023.12.05.,https://www.donga.com/news/Society/article/all/20231204/122469066/1
일간지,국민일보,4년 만에 서울에서 만난 한중 기업인들,2023.12.20.,https://news.kmib.co.kr/article/view.asp?arcid=0018989953&code=61211211&cp=nv
일간지,국민일보,"서울 광진구, 방문주차난 해소 위해 ‘사물인터넷 공유주차장’ 확대 운영",2023.12.15.,https://news.kmib.co.kr/article/view.asp?arcid=0018975831&code=61122011&cp=nv
일간지,문화일보,"광진구, ‘악성민원대응 TF팀’ 운영…악성민원인 고발 조치",2023.12.19.,https://www.munhwa.com/news/view.html?no=2023121901039927163003
일간지,서울신문,박성연 서울시의원 “대학생 아침밥 지원 제도적 근거 마련”,2023.12.26.,https://www.seoul.co.kr/news/newsView.php?id=20231226500167&wlog_tag3=naver
일간지,내일신문,광진구 노년층 사로잡은 '청춘한마당',2023.12.06.,http://www.naeil.com/news_view/?id_art=481942
일간지,서울신문,"“주 3일? 주 6일!”… 광진, 회심의 쓰레기 수거",2023.12.25.,https://www.seoul.co.kr/news/newsView.php?id=20231225010002&wlog_tag3=naver
일간지,서울신문,"광진구, 화양초 운동장 24시간 전면 개방",2023.12.07.,https://www.seoul.co.kr/news/newsView.php?id=20231207500032&wlog_tag3=naver
일간지,동아일보,"광진구, 어르신 위한 스마트 경로당 구축",2023.12.12.,https://www.donga.com/news/Society/article/all/20231212/122581906/1
일간지,신아일보,"광진구의회, 예결특위 김상희 위원장 선출",2023.12.12.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1799717
일간지,조선일보언론사 선정,"""이 동네 반지하 살았다"" 누군가 두고간 봉투, 그 안엔 두둑한 저금통",2023.12.23.,https://www.chosun.com/national/national_general/2023/12/23/JZ5NSIRVWVEW3IWT637I6JVI5A/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
일간지,문화일보,"현대글로비스 임직원, ‘일일 산타’ 변신해 아동센터 봉사활동 나서",2023.12.22.,https://www.munhwa.com/news/view.html?no=2023122201039907024001
일간지,신아일보,"광진구, '광진형 스마트 경로당' 조성",2023.12.10.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1798604
일간지,매일일보,"세종사이버대 세종동문서당, 광진구 자원봉사자의 날 공로상 수상",2023.12.14.,http://www.m-i.kr/news/articleView.html?idxno=1075885
일간지,서울신문,"박성연 서울시의원, 대한민국시·도의회의장협의회 제14회 ‘우수의정대상’ ...",2023.12.28.,https://www.seoul.co.kr/news/newsView.php?id=20231228500108&wlog_tag3=naver
일간지,동아일보언론사 선정,韓中 기업인 대화… 4년만에 서울서 재개,2023.12.21.,https://www.donga.com/news/Economy/article/all/20231220/122719082/1
일간지,세계일보,사랑의 촛불 켠 작은 천사들,2023.12.22.,http://www.segye.com/newsView/20231222511348?OutUrl=naver
일간지,국민일보언론사 선정,이낙연 생각도 않는데…조국 “이낙연 신당 갈 일 없다”,2023.12.18.,https://news.kmib.co.kr/article/view.asp?arcid=0018980819&code=61111111&cp=nv
일간지,세계일보,[포토] 눈썰매장 개장 앞둔 뚝섬한강공원,2023.12.17.,http://www.segye.com/newsView/20231217505109?OutUrl=naver
일간지,국민일보,지역사회에 복음 빚진 자로 사명 감당,2023.12.21.,https://news.kmib.co.kr/article/view.asp?arcid=0018993771&code=61221111&cp=nv
일간지,경향신문,“소재·부품 공급망 원활화 협력”···4년 만에 만난 한·중 기업인,2023.12.20.,https://www.khan.co.kr/economy/economy-general/article/202312201337001
일간지,한겨레언론사 선정,붕어빵 할아버지 5겹 중무장…‘숏패딩·얼죽아’ 작전상 후퇴,2023.12.18.,https://www.hani.co.kr/arti/society/society_general/1120790.html
일간지,전국매일신문,"광진구-성동광진교육청, 교육 활동 지원 코디 사업 추진",2023.12.06.,https://www.jeonmae.co.kr/news/articleView.html?idxno=998755
일간지,서울신문,광진 “구정 홍보 SNS 서포터즈 모십니다”,2023.12.14.,https://www.seoul.co.kr/news/newsView.php?id=20231214010009&wlog_tag3=naver
일간지,신아일보,"광진 상공인 발전 연구회, 상공회 의견청취 3차 간담회 개최",2023.12.25.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1805252
일간지,한국일보언론사 선정,"갑자기 20도 떨어진 '북극한파'에, 시민들 ""얼굴 찢어지겠다"" 비명",2023.12.18.,https://www.hankookilbo.com/News/Read/A2023121809100001801?did=NA
일간지,신아일보,"광진구, 주차난 해소 ‘사물인터넷(IoT) 기반 공유주차장’ 확대 운영",2023.12.17.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1801647
일간지,세계일보,CU 편의점도 한파쉼터…“그냥 쉬다 가셔도 돼요” 시민들 뭉클,2023.12.22.,http://www.segye.com/newsView/20231222502530?OutUrl=naver
일간지,전국매일신문,"광진구 "" 이곳에 주차하시면 절대 안됩니다""",2023.12.05.,https://www.jeonmae.co.kr/news/articleView.html?idxno=998455
일간지,전국매일신문,"광진구의회 추윤구 의장, 마약근절 캠페인 '노 엑시트' 동참",2023.12.04.,https://www.jeonmae.co.kr/news/articleView.html?idxno=998162
일간지,한겨레,"‘하이브리드 원조’ 도요타 프리우스, 5세대 모델 국내 상륙",2023.12.13.,https://www.hani.co.kr/arti/economy/car/1120245.html
일간지,서울신문,"“치카치카, 내 입속 여행 떠나요”…광진구, 구강건강 프로그램 운영",2023.12.01.,https://www.seoul.co.kr/news/newsView.php?id=20231201500085&wlog_tag3=naver
일간지,신아일보,"광진구, 어르신 이야기 담은 반려식물 전시회 연다",2023.12.11.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1799491
일간지,한겨레,중곡3동 주민센터 앞에 몰래 두고 간 저금통과 편지 한 통,2023.12.22.,http://www.seouland.com/arti/society/society_general/14962.html
일간지,서울신문,할머니가 재밌는 이야기 해줄게...‘이야기 할머니의 날’ [포토多이슈],2023.12.14.,https://www.seoul.co.kr/news/newsView.php?id=20231214500221&wlog_tag3=naver
일간지,세계일보,[포토] '한강도 꽁꽁' 올겨울 최강 추위,2023.12.17.,http://www.segye.com/newsView/20231217505078?OutUrl=naver
일간지,전국매일신문,"광진구, 음주폐해예방사업 2년 연속 전국 1위…보건복지부장관 표창",2023.12.01.,https://www.jeonmae.co.kr/news/articleView.html?idxno=997822
일간지,세계일보,꽁꽁 언 출근길… “18일 더 추워요”,2023.12.17.,http://www.segye.com/newsView/20231217508731?OutUrl=naver
일간지,서울신문,"박성연 서울시의원, ‘2023 지방의원 매니페스토 약속대상’ 수상",2023.12.22.,https://www.seoul.co.kr/news/newsView.php?id=20231222500095&wlog_tag3=naver
일간지,서울신문,"광진, 사물인터넷 활용 공유주차장 확대",2023.12.19.,https://www.seoul.co.kr/news/newsView.php?id=20231219010007&wlog_tag3=naver
일간지,서울신문,"전병주 서울시의원, ‘학생인권조례 폐지 반대’ 조희연 교육감 1인시위 현장...",2023.12.18.,https://www.seoul.co.kr/news/newsView.php?id=20231218500121&wlog_tag3=naver
일간지,조선일보,"60년 맞은 양궁협회, 정의선 “혁신하고 사회적 역할도 할 것”",2023.12.01.,https://www.chosun.com/economy/auto/2023/12/01/TY2WLU3XNFGM7L7I2JSKSS5FCI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
일간지,국민일보,"SK네트웍스, 글로벌 AI포럼 개최",2023.12.11.,https://news.kmib.co.kr/article/view.asp?arcid=0924334173&code=11151400&cp=nv
일간지,신아일보,"광진구, 겨울방학 대학생 행정체험단 80명 모집",2023.12.05.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1796197
일간지,한겨레,"광진구, 2222번 버스 노선 연장…“‘신자초 교차로’부터 ‘자양강변길’까지...",2023.12.07.,http://www.seouland.com/arti/society/society_general/14709.html
일간지,신아일보,"광진구-성동광진교육지원청, 보조 인력 강화 업무협약",2023.12.05.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1796214
일간지,서울신문,보고 먹고 즐기는 ‘나의 광진 사용 설명서’,2023.12.05.,https://www.seoul.co.kr/news/newsView.php?id=20231205012004&wlog_tag3=naver
일간지,동아일보,유아교육기관 파견할 ‘이야기 할머니’ 수료 자축,2023.12.15.,https://www.donga.com/news/Society/article/all/20231214/122634956/1
일간지,세계일보,‘이야기할머니의 날 활동 종료식’,2023.12.14.,http://www.segye.com/newsView/20231214520985?OutUrl=naver
일간지,중앙일보,"한국 양궁 60주년…정의선 회장, ""공정·투명 원칙 아래 혁신 앞장설 것""",2023.12.01.,https://www.joongang.co.kr/article/25211668
일간지,세계일보,"농협 임직원, 소액기부캠페인 모금액 1500만원 전달",2023.12.13.,http://www.segye.com/newsView/20231213523254?OutUrl=naver
일간지,전국매일신문,"김경호 광진구청장, 골프 주니어 국가대표 상비군 전강주 선수 표창·격려",2023.12.12.,https://www.jeonmae.co.kr/news/articleView.html?idxno=1000088
일간지,서울신문,"박성연 서울시의원, 한국언론연대 주관 ‘행정·의정대상’ 수상",2023.12.20.,https://www.seoul.co.kr/news/newsView.php?id=20231220500153&wlog_tag3=naver
일간지,중앙일보,[사진] ‘하이브리드카 원조’ 프리우스 5세대 국내 출시,2023.12.14.,https://www.joongang.co.kr/article/25214625
일간지,문화일보,"광진구, 공중화장실 ‘불법촬영 차단 장치’ 설치",2023.12.06.,https://www.munhwa.com/news/view.html?no=2023120601071027163001
일간지,전국매일신문,"광진구의회 문화복지연구단체, 연구용역 최종보고회 개최",2023.11.30.,https://www.jeonmae.co.kr/news/articleView.html?idxno=997486
일간지,신아일보,"광진구, 어르신 고독감 해소 ‘반려식물 전시회’ 개최",2023.12.12.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1799624
일간지,전국매일신문,"김경호 광진구청장, 화양초 전면개방 주민 목소리에 '귀 바짝'",2023.12.07.,https://www.jeonmae.co.kr/news/articleView.html?idxno=999110
일간지,국민일보,"정의선, 양궁 대중화 목표… ‘공정성· 투명성 원칙’ 강조",2023.12.01.,https://news.kmib.co.kr/article/view.asp?arcid=0018928457&code=61161111&cp=nv
일간지,조선일보,"한국 양궁 60주년 행사...정의선 현대차 회장, “투명·공정·존중으로 세계 ...",2023.12.01.,https://www.chosun.com/sports/sports_general/2023/12/01/RPANAP6YYFGNZLCYN66YWN4AEY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
일간지,전국매일신문,"광진구, 내년도 예산안 8,052억 원 편성…도시발전·복지 중점",2023.11.29.,https://www.jeonmae.co.kr/news/articleView.html?idxno=997188
일간지,전국매일신문,"광진구, 화재·풍수해 등 이재민 임시 민간숙박시설 확대",2023.11.28.,https://www.jeonmae.co.kr/news/articleView.html?idxno=996834
일간지,전국매일신문,"광진구, 옛 화양초교 운동장 임시 주차장 25면 조성",2023.11.28.,https://www.jeonmae.co.kr/news/articleView.html?idxno=996924
일간지,세계일보,"광진구, 어두운 뚝도변전소·구의역 골목에 보안등 추가설치",2023.11.26.,http://www.segye.com/newsView/20231126510332?OutUrl=naver
일간지,동아일보언론사 선정,23년 기억에 남을 100장의 사진(1~6월)…일주일 사진 정리,2023.12.31.,https://www.donga.com/news/Society/article/all/20231231/122842538/1
일간지,세계일보언론사 선정,"정의선 “양궁, 대중에 다가가는 노력을”",2023.12.02.,http://www.segye.com/newsView/20231201512514?OutUrl=naver
일간지,세계일보,“직원들이 날 감시해” 구청에서 소란 피운 민원인 경찰서행,2023.12.14.,http://www.segye.com/newsView/20231214524190?OutUrl=naver
일간지,신아일보,광진구 “구 화양초 운동장 일부 임시개방주차장으로 변신”,2023.11.27.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1792482
일간지,세계일보언론사 선정,"‘60년 한국 양궁’ 후원해온 정의선 “양궁, 대중에 가까이 다가가고 사회에...",2023.12.01.,http://www.segye.com/newsView/20231201504459?OutUrl=naver
일간지,전국매일신문,"광진구, 소상공인 원스톱 지원센터 결산보고회 개최",2023.11.24.,https://www.jeonmae.co.kr/news/articleView.html?idxno=996201
일간지,한겨레,"광진구, 새달 4일까지 ‘행복광진’ 구민 만족도 조사 실시",2023.11.23.,http://www.seouland.com/arti/society/society_general/14545.html
일간지,신아일보,"광진구, 든든한 겨울 보내도록 겨울철 종합대책 마련",2023.11.26.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1791301
일간지,신아일보,"광진구의회, 2023년도 행정사무감사 마무리… 예산집행 효율성 등 점검",2023.11.29.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1793380
일간지,한겨레,광진구 “불법촬영 예방 위해 공중화장실 15곳에 안심스크린 설치”,2023.11.29.,http://www.seouland.com/arti/society/society_general/14597.html
일간지,전국매일신문,"광진구, 민선8기 2년 구민에게 듣는다…구민만족도 조사",2023.11.22.,https://www.jeonmae.co.kr/news/articleView.html?idxno=995483
일간지,서울신문,"광진구, 2024 대입 정시 대비 1:1 컨설팅 운영",2023.11.20.,https://www.seoul.co.kr/news/newsView.php?id=20231120500217&wlog_tag3=naver
일간지,한겨레,"광진구, 저출생 대책 민관 협의회 개최…“주택, 교육, 양육비 등 종합대책 필...",2023.11.23.,http://www.seouland.com/arti/society/society_general/14514.html
일간지,신아일보,"광진구의회, 제266회 제2차 정례회 개회",2023.11.19.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1788338
일간지,신아일보,"광진구, 2024 대입 정시 1대1 컨설팅 운영",2023.11.21.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1789378
일간지,아시아투데이,"한국사회보장정보원, 광진구 김장축제 봉사활동 참여",2023.11.21.,https://www.asiatoday.co.kr/view.php?key=20231121010013307
일간지,한겨레,광진구 “모든 출산 가정에 산모‧신생아 건강관리 서비스 & 산후조리경비 바...,2023.11.17.,http://www.seouland.com/arti/society/society_general/14468.html
일간지,전국매일신문,"광진구의회, 제266회 2차 정례회 개회…행감· 새해 예산안 심사",2023.11.17.,https://www.jeonmae.co.kr/news/articleView.html?idxno=994556
일간지,전국매일신문,"광진구, 공동주택 지원 · 관리 조례 제정 공포",2023.11.17.,https://www.jeonmae.co.kr/news/articleView.html?idxno=994574
일간지,신아일보,"“단풍 따라 10만 보 걸어요” 광진구, 11월 걷기 챌린지 운영",2023.11.16.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1787304
일간지,한겨레,"광진구, 공중화장실에 불법 촬영 안심스크린 확대 설치",2023.11.30.,http://www.seouland.com/arti/society/society_general/14634.html
일간지,신아일보,"광진구, 따뜻한 겨울 위한 ‘사랑의 김장 나눔’ 릴레이 진행",2023.11.19.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1788232
일간지,아시아투데이,"[포토] 김경호 광진구청장, '광진구 단풍길 걸으며 힐링하세요'",2023.11.16.,https://www.asiatoday.co.kr/view.php?key=20231116010011139
일간지,경향신문,"“편의점서 추위 피하세요” 광진구, CU편의점과 ‘한파 쉼터’ 운영[서울25]",2023.11.14.,https://www.khan.co.kr/economy/business/article/202311141753001
일간지,한겨레,"“기부문화 확산 위해”…광진구, ‘제1회 나눔의 날’ 행사 개최",2023.11.14.,http://www.seouland.com/arti/society/society_general/14394.html
일간지,신아일보,"광진구, ‘2023 저출생 대책 민관 협의회’ 개최",2023.11.23.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1790512
일간지,전국매일신문,"[2024 수능] 광진구, 수능시험일 특별 교통지원대책 추진",2023.11.14.,https://www.jeonmae.co.kr/news/articleView.html?idxno=993642
일간지,한국일보,[오늘의 1면 사진] 이번주 내내 '한파감옥',2023.12.18.,https://www.hankookilbo.com/News/Read/A2023121717570001657?did=NA
일간지,신아일보,"광진구 보디빌딩선수단, 금은동 휩쓸다...각종 대회서 ‘금의환향’",2023.11.12.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1784584
일간지,아시아투데이,"SK에코플랜트, 협력사 초청 송년행사 ‘2023 동반성장데이’ 성료",2023.12.05.,https://www.asiatoday.co.kr/view.php?key=20231205010002019
일간지,문화일보,"광진구, ‘2025 이후 대입 준비,광진 진학콘서트’ 21일 개최",2023.11.15.,https://www.munhwa.com/news/view.html?no=2023111501039927163002
일간지,신아일보,"광진구, 어린이 구강건강프로그램 참여자 모집",2023.12.03.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1794983
일간지,전국매일신문,"광진구의회, 자양1동 골목상권 활성화 상인 의견청취 간담회",2023.11.10.,https://www.jeonmae.co.kr/news/articleView.html?idxno=992966
일간지,전국매일신문,"광진구 보디빌딩선수단, IFBB 세계 보디빌딩 선수권 대회 3년 연속 金 획득",2023.11.10.,https://www.jeonmae.co.kr/news/articleView.html?idxno=992919
일간지,전국매일신문,"광진구, 구민 급식지원 조례 제정…서울 자치구 최초",2023.11.09.,https://www.jeonmae.co.kr/news/articleView.html?idxno=992602
일간지,전국매일신문,"광진구의회 주민밀착형 전통시장활성화 연구회, 전문가 특강",2023.11.08.,https://www.jeonmae.co.kr/news/articleView.html?idxno=992334
일간지,아시아투데이,"광진구, '장독골 어린이공원' 금주구역 지정",2023.11.11.,https://www.asiatoday.co.kr/view.php?key=20231111010007054
일간지,매일일보,"SK에코플랜트, 비즈파트너 초청 '2023 동반성장데이' 개최",2023.12.05.,http://www.m-i.kr/news/articleView.html?idxno=1072725
일간지,전국매일신문,"광진구, 김장쓰레기 일반종량제봉투 배출 연말까지 허용",2023.11.03.,https://www.jeonmae.co.kr/news/articleView.html?idxno=991404
일간지,신아일보,"광진구, 봉제산업에 날개 달다… 종합지원센터 구축",2023.11.02.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1780758
일간지,전국매일신문,"광진구, 중곡동에 봉제산업 종합지원센터 문 열었다",2023.11.02.,https://www.jeonmae.co.kr/news/articleView.html?idxno=991123
일간지,서울신문,"광진구의회의 ‘주민밀착형 전통시장 활성화 연구회’, 지역 시장 활성화에 나...",2023.11.07.,https://www.seoul.co.kr/news/newsView.php?id=20231107500070&wlog_tag3=naver
일간지,전국매일신문,"광진구, '음료 배달' 서비스 '정부혁신 최초사례'로 선정",2023.11.01.,https://www.jeonmae.co.kr/news/articleView.html?idxno=990766
일간지,한겨레,"“신종 금융사기 대처법 배웠죠”…광진구, ‘2023 어르신 경제교실’ 열어",2023.11.07.,http://www.seouland.com/arti/society/society_general/14275.html
일간지,한겨레,"광진구, CU편의점에서 24시간 추위 피한다…“편의점 15개소 참여 예정”",2023.11.14.,http://www.seouland.com/arti/society/society_general/14389.html
일간지,전국매일신문,"광진구의회 문화복지 연구단체, 연구용역 중간보고회 개최",2023.10.31.,https://www.jeonmae.co.kr/news/articleView.html?idxno=990465
일간지,한겨레,광진구 “김장쓰레기 일반종량제 배출 임시 허용”,2023.11.03.,http://www.seouland.com/arti/society/society_general/14239.html
일간지,문화일보,"광진구, 마을버스 정보안내단말기 확대…내년 31곳 추가 설치",2023.11.03.,https://www.munhwa.com/news/view.html?no=2023110301039927163002
일간지,전국매일신문,"광진구, 고액·상습 체납자 부동산·금융자산 등 압류",2023.10.26.,https://www.jeonmae.co.kr/news/articleView.html?idxno=989388
일간지,서울신문,금융사기 멈춰!… 광진구 ‘어르신 경제교실’,2023.10.26.,https://www.seoul.co.kr/news/newsView.php?id=20231026014004&wlog_tag3=naver
일간지,조선일보,대한양궁협회 60주년 기념행사… 정의선 회장 “공정·투명성 원칙”,2023.12.02.,https://www.chosun.com/sports/sports_general/2023/12/02/467DXS76A5B47H3RTMRCYUH5XM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
일간지,매일일보,"韓양궁 60주년…정의선 회장 ""공정·투명성 원칙으로 혁신 앞장""",2023.12.01.,http://www.m-i.kr/news/articleView.html?idxno=1071907
일간지,전국매일신문,"광진구, 광진사랑상품권 140억 원 발행",2023.10.31.,https://www.jeonmae.co.kr/news/articleView.html?idxno=990393
일간지,서울신문,건강도시 광진구 “당신도 느리게 나이들 수 있습니다”,2023.10.25.,https://www.seoul.co.kr/news/newsView.php?id=20231025500204&wlog_tag3=naver
일간지,신아일보,"광진구의회, 행정사무감사 주민의견 내달 17일까지 접수",2023.10.30.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1778828
일간지,서울신문,아차산 바라보며 운동해요…광진구 ‘가을 숲속 필라테스’,2023.10.30.,https://www.seoul.co.kr/news/newsView.php?id=20231030500072&wlog_tag3=naver
일간지,전국매일신문,"광진구, '어르신 광진 경제교실' 내달 6일 개최",2023.10.24.,https://www.jeonmae.co.kr/news/articleView.html?idxno=988809
일간지,신아일보,"광진구의회, 의원연구단체 ‘주민밀착형 전통시장 활성화 연구회’ 전문가 특...",2023.11.07.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1782598
